file_id,split,transcript,corpus,match_ratio,template
clip_04435,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_10163,train,maybe tomorrow would be cold,CREMA-D,0.8621,maybe tomorrow it will be cold
clip_01634,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08533,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_08011,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02637,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_08373,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_03856,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_00802,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_02656,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_00918,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_00724,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_07544,train,the circus is slick,CREMA-D,0.7179,the surface is slick
clip_00930,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_06425,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_10373,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06360,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05332,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_03802,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_03799,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_08537,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_02173,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_06339,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_06449,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06204,test,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03387,test,maybe tomorrow will be cold,CREMA-D,0.9474,maybe tomorrow it will be cold
clip_06522,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_01865,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09281,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_00602,test,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_10522,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_05788,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_10078,test,i was like a new alarm clock,CREMA-D,0.8966,i would like a new alarm clock
clip_06503,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_00611,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09949,test,have you ever seen this before,CREMA-D,0.6897,i think ive seen this before
clip_05191,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_00737,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_00433,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_10035,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00630,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_07976,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_04518,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_04538,train,i would like to do alarm clock,CREMA-D,0.8667,i would like a new alarm clock
clip_07955,train,dont forget to jack in,CREMA-D,0.8095,dont forget a jacket
clip_07959,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_00369,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00361,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00336,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_00359,test,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_07710,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_09356,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05856,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06623,train,its 11 ooh come up,UNKNOWN,0.6452,its 11 oclock
clip_05813,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_05082,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_05065,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_04395,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_06580,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_04675,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10283,test,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_05021,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_10590,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_07796,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_07805,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_10832,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_02192,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_05737,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_02659,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_05911,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_00997,test,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_08382,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05422,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_03041,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_08496,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_00406,train,well stop on a couple of minutes,CREMA-D,0.9688,well stop in a couple of minutes
clip_00440,train,mayor played his almost full,CREMA-D,0.7636,the airplane is almost full
clip_03570,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_06200,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_09988,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_09211,test,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_03339,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05501,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_00951,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_07069,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_00993,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_03025,test,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_02672,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_09567,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_01295,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_03529,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_03904,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05317,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_07007,train,its a lovely clock,CREMA-D,0.7097,its 11 oclock
clip_07398,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_09554,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_02740,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_08130,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03073,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_03071,train,its at 11 oclock,CREMA-D,0.8966,its 11 oclock
clip_09295,train,maybe tomorrow will be cold,CREMA-D,0.9474,maybe tomorrow it will be cold
clip_10504,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_00325,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_07008,test,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_04932,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_08532,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_02549,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_02261,train,dont forget a junket,CREMA-D,0.9,dont forget a jacket
clip_09692,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_03216,train,surface is slick,CREMA-D,0.8889,the surface is slick
clip_04349,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_06716,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_01924,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08913,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_05943,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_09631,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_08704,test,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_08019,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_02283,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_01372,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05459,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00937,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_10331,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_08217,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_08353,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06417,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_02891,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05821,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08307,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07190,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02360,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_02322,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_02350,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_10465,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_04661,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04014,train,say the word door,TESS,1.0,say the word
clip_05850,train,say the word hit,TESS,1.0,say the word
clip_06318,train,say the word cease,TESS,1.0,say the word
clip_10747,train,say the word soup,TESS,1.0,say the word
clip_02888,train,say the word knock,TESS,1.0,say the word
clip_07441,train,say the word whole,TESS,1.0,say the word
clip_02443,train,say the word sure,TESS,1.0,say the word
clip_10296,train,say the word sub,TESS,1.0,say the word
clip_09271,train,say the word goal,TESS,1.0,say the word
clip_10615,train,say the word chat,TESS,1.0,say the word
clip_06079,train,say the word lose,TESS,1.0,say the word
clip_10779,train,say the word gun,TESS,1.0,say the word
clip_09270,train,say the word cause,TESS,1.0,say the word
clip_04589,train,say the word judge,TESS,1.0,say the word
clip_07092,train,say the word love,TESS,1.0,say the word
clip_03456,train,say the word numb,TESS,1.0,say the word
clip_02853,train,say the word lot,TESS,1.0,say the word
clip_09746,train,say the word youth,TESS,1.0,say the word
clip_07217,train,say the word puff,TESS,1.0,say the word
clip_07013,train,say the word tough,TESS,1.0,say the word
clip_09209,train,say the word white,TESS,1.0,say the word
clip_01626,train,say the words then,TESS,1.0,say the word
clip_03215,train,say the word ring,TESS,1.0,say the word
clip_08281,train,say the word check,TESS,1.0,say the word
clip_02044,train,say the word date,TESS,1.0,say the word
clip_07021,train,say the word juice,TESS,1.0,say the word
clip_10366,train,say the word dodge,TESS,1.0,say the word
clip_10692,train,say the word name,TESS,1.0,say the word
clip_06236,train,say the word hit,TESS,1.0,say the word
clip_08498,train,say the word search,TESS,1.0,say the word
clip_00933,train,say the word date,TESS,1.0,say the word
clip_00656,train,say the word goose,TESS,1.0,say the word
clip_03644,train,say the word neat,TESS,1.0,say the word
clip_03520,train,say the word thumb,TESS,1.0,say the word
clip_05086,train,say the word hush,TESS,1.0,say the word
clip_07821,train,say the word rough,TESS,1.0,say the word
clip_02228,train,say the word walk,TESS,1.0,say the word
clip_04477,train,say the word shak,TESS,1.0,say the word
clip_08725,train,say the word hate,TESS,1.0,say the word
clip_05074,train,say the word youre,TESS,1.0,say the word
clip_00983,train,say the word guess,TESS,1.0,say the word
clip_10177,test,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_04144,train,say the word beg,TESS,1.0,say the word
clip_08978,train,say the word late,TESS,1.0,say the word
clip_09237,train,say the word lord,TESS,1.0,say the word
clip_02101,train,say the word brod,TESS,1.0,say the word
clip_05859,train,say the word fall,TESS,1.0,say the word
clip_03256,train,say the word tape,TESS,1.0,say the word
clip_05479,train,say the words said,TESS,1.0,say the word
clip_10502,train,say the word fine,TESS,1.0,say the word
clip_09550,train,say the word half,TESS,1.0,say the word
clip_03551,train,say the word choice,TESS,1.0,say the word
clip_03318,train,say the word bite,TESS,1.0,say the word
clip_08062,train,say the word red,TESS,1.0,say the word
clip_07365,train,say the word shawl,TESS,1.0,say the word
clip_07751,train,say the word mood,TESS,1.0,say the word
clip_05230,train,say the word purl,TESS,1.0,say the word
clip_05950,train,say the word get,TESS,1.0,say the word
clip_05606,train,say the word paul,TESS,1.0,say the word
clip_10752,train,say the word mill,TESS,1.0,say the word
clip_04341,train,say the word bot,TESS,1.0,say the word
clip_04637,train,say the word whip,TESS,1.0,say the word
clip_08233,train,say the word death,TESS,1.0,say the word
clip_01234,train,say the word cab,TESS,1.0,say the word
clip_02189,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_01606,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07870,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_02605,train,the gameplay was almost full,CREMA-D,0.8,the airplane is almost full
clip_03844,test,dont forget to check it,CREMA-D,0.7442,dont forget a jacket
clip_09244,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_02506,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_10738,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_01693,test,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_01766,test,dont forget to check it,CREMA-D,0.7442,dont forget a jacket
clip_10681,train,11 oclock,CREMA-D,0.8182,its 11 oclock
clip_05063,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_04866,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05094,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_02333,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05819,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_02378,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_02349,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_08506,train,thats 11 oclock,CREMA-D,0.8571,its 11 oclock
clip_08534,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_10842,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_10461,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10501,test,to live in the clock,UNKNOWN,0.56,i would like a new alarm clock
clip_10377,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_01988,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_01952,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09369,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_01941,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10039,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_10427,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_01177,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_03094,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_08572,test,the service is slick,CREMA-D,0.85,the surface is slick
clip_02936,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08504,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_10037,train,i was like a new alarm clock,CREMA-D,0.8966,i would like a new alarm clock
clip_05321,test,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_08401,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_03442,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_03487,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_06887,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_03515,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03699,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_00999,train,dont forget to check it,CREMA-D,0.7442,dont forget a jacket
clip_10030,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_10016,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_01321,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_02941,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_03118,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_05648,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_03879,test,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_03968,test,the service is slick,CREMA-D,0.85,the surface is slick
clip_04057,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04081,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_07566,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01852,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06074,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_03214,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_05956,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_01991,train,surface is slick,CREMA-D,0.8889,the surface is slick
clip_06800,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_04170,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_00657,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_06445,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00986,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_10512,train,i think id seen this before,CREMA-D,0.9455,i think ive seen this before
clip_09810,train,he aint playing this almost full,CREMA-D,0.8136,the airplane is almost full
clip_00786,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_09734,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_01722,train,i think our scene is before,CREMA-D,0.8,i think ive seen this before
clip_01725,train,dont forget to check it,CREMA-D,0.7442,dont forget a jacket
clip_08860,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_06346,test,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_04091,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_04151,train,11 oclock,CREMA-D,0.8182,its 11 oclock
clip_00867,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_00872,train,thats 11 oclock,CREMA-D,0.8571,its 11 oclock
clip_00873,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_10298,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_09808,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_06476,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_04197,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_02196,test,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_05476,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05481,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_09807,test,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_03998,test,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_09838,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_09842,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_07407,test,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_01555,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_06143,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_01579,train,to let me clock,UNKNOWN,0.5333,i would like a new alarm clock
clip_02150,test,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_04433,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_07600,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_02747,test,maybe tomorrow will be cold,CREMA-D,0.9474,maybe tomorrow it will be cold
clip_05439,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_09862,train,im sorry this is slick,UNKNOWN,0.5714,the surface is slick
clip_01258,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_03423,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03434,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_08724,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_08433,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_03815,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_01409,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_09254,test,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_06823,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_09497,test,the surface is slick,CREMA-D,1.0,the surface is slick
clip_09526,test,dont forget to jack in,CREMA-D,0.8095,dont forget a jacket
clip_00967,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_06329,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06165,train,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_05248,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_10299,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_01518,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_06112,train,dont forget to joke it,CREMA-D,0.8095,dont forget a jacket
clip_09831,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_03282,train,i would like a new one block,CREMA-D,0.8276,i would like a new alarm clock
clip_09029,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02112,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_06969,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_03051,test,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_03287,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_04476,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_06016,test,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_07635,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_05107,train,dont forget a jacket,CREMA-D,1.0,dont forget a jacket
clip_04771,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_04173,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_04171,train,till im in a clock,UNKNOWN,0.5161,its 11 oclock
clip_02832,test,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05336,test,11 oclock,CREMA-D,0.8182,its 11 oclock
clip_09562,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_07100,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05711,train,11 oclock,CREMA-D,0.8182,its 11 oclock
clip_02780,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_09136,train,theres 11 oclock,CREMA-D,0.8276,its 11 oclock
clip_05690,train,11 oclock,CREMA-D,0.8182,its 11 oclock
clip_07283,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_02009,test,i would like a new alarm clock,CREMA-D,1.0,i would like a new alarm clock
clip_05150,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_05162,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_05133,train,the airplane is almost full,CREMA-D,1.0,the airplane is almost full
clip_05136,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_08068,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_04446,train,they have a doctors appointment,CREMA-D,0.8657,i think i have a doctors appointment
clip_09926,train,i am on my way to the meeting,CREMA-D,0.9643,im on my way to the meeting
clip_09931,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_06950,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_03941,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_07498,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_03597,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03631,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
clip_01155,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03769,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06295,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_05316,train,dont forget to jack it,CREMA-D,0.8571,dont forget a jacket
clip_05326,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10666,train,i wonder what this is about,CREMA-D,1.0,i wonder what this is about
clip_09495,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07102,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_05908,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06274,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_10628,train,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_10629,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_00446,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_00496,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_06316,train,maybe tomorrow it will be cold,CREMA-D,1.0,maybe tomorrow it will be cold
clip_08384,test,the surface is slick,CREMA-D,1.0,the surface is slick
clip_03775,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_03731,train,well stop at a couple of minutes,CREMA-D,0.9375,well stop in a couple of minutes
clip_01096,train,that is exactly what happened,CREMA-D,1.0,that is exactly what happened
clip_10191,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_10148,train,i think i have a doctors appointment,CREMA-D,1.0,i think i have a doctors appointment
clip_06078,test,i think ive seen this before,CREMA-D,1.0,i think ive seen this before
clip_03253,test,the service is slick,CREMA-D,0.85,the surface is slick
clip_10108,test,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_00367,train,ive all my way to the meeting,CREMA-D,0.8571,im on my way to the meeting
clip_00374,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02291,train,well stop in a couple of minutes,CREMA-D,1.0,well stop in a couple of minutes
clip_02242,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_07107,train,the surface is slick,CREMA-D,1.0,the surface is slick
clip_10848,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_02898,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06739,train,its 11 oclock,CREMA-D,1.0,its 11 oclock
clip_06740,train,im on my way to the meeting,CREMA-D,1.0,im on my way to the meeting
