file_id,pseudo_speaker,cluster_size,corpus_guess
clip_04932,spk_025,1495,TESS
clip_04933,spk_028,472,CREMA-D
clip_04934,spk_025,1495,TESS
clip_04935,spk_026,1537,TESS
clip_04936,spk_094,457,CREMA-D
clip_04938,spk_094,457,CREMA-D
clip_04940,spk_026,1537,TESS
clip_04941,spk_026,1537,TESS
clip_04942,spk_026,1537,TESS
clip_04943,spk_094,457,CREMA-D
clip_04944,spk_028,472,CREMA-D
clip_04946,spk_028,472,CREMA-D
clip_04947,spk_043,256,CREMA-D
clip_04949,spk_018,1197,TESS
clip_04950,spk_043,256,CREMA-D
clip_04952,spk_018,1197,TESS
clip_04953,spk_026,1537,TESS
clip_04954,spk_018,1197,TESS
clip_04955,spk_052,7,RAVDESS
clip_04956,spk_020,71,CREMA-D
clip_04957,spk_018,1197,TESS
clip_04958,spk_025,1495,TESS
clip_04959,spk_045,60,RAVDESS
clip_04960,spk_007,79,CREMA-D
clip_04961,spk_025,1495,TESS
clip_04963,spk_025,1495,TESS
clip_04965,spk_024,27,RAVDESS
clip_04966,spk_088,186,CREMA-D
clip_04967,spk_043,256,CREMA-D
clip_04968,spk_021,264,CREMA-D
clip_04970,spk_094,457,CREMA-D
clip_04972,spk_055,125,CREMA-D
clip_04974,spk_015,388,CREMA-D
clip_04975,spk_026,1537,TESS
clip_04976,spk_028,472,CREMA-D
clip_04978,spk_026,1537,TESS
clip_04979,spk_018,1197,TESS
clip_04980,spk_025,1495,TESS
clip_04981,spk_028,472,CREMA-D
clip_04982,spk_094,457,CREMA-D
clip_04983,spk_025,1495,TESS
clip_04984,spk_018,1197,TESS
clip_04985,spk_085,49,RAVDESS
clip_04986,spk_025,1495,TESS
clip_04987,spk_018,1197,TESS
clip_04988,spk_025,1495,TESS
clip_04989,spk_027,96,CREMA-D
clip_04990,spk_027,96,CREMA-D
clip_04991,spk_026,1537,TESS
clip_04993,spk_005,33,RAVDESS
clip_04994,spk_026,1537,TESS
clip_04995,spk_028,472,CREMA-D
clip_04996,spk_015,388,CREMA-D
clip_04997,spk_002,173,CREMA-D
clip_04998,spk_018,1197,TESS
clip_05000,spk_027,96,CREMA-D
clip_05001,spk_001,218,CREMA-D
clip_05003,spk_025,1495,TESS
clip_05006,spk_028,472,CREMA-D
clip_05007,spk_028,472,CREMA-D
clip_05009,spk_020,71,CREMA-D
clip_05012,spk_018,1197,TESS
clip_05013,spk_018,1197,TESS
clip_05014,spk_026,1537,TESS
clip_05015,spk_018,1197,TESS
clip_05016,spk_094,457,CREMA-D
clip_05018,spk_025,1495,TESS
clip_05019,spk_040,19,RAVDESS
clip_05020,spk_018,1197,TESS
clip_05021,spk_025,1495,TESS
clip_05022,spk_002,173,CREMA-D
clip_05023,spk_025,1495,TESS
clip_05024,spk_021,264,CREMA-D
clip_05025,spk_001,218,CREMA-D
clip_05026,spk_094,457,CREMA-D
clip_05027,spk_026,1537,TESS
clip_05028,spk_039,34,RAVDESS
clip_05029,spk_018,1197,TESS
clip_05030,spk_026,1537,TESS
clip_05031,spk_026,1537,TESS
clip_05032,spk_040,19,RAVDESS
clip_05033,spk_001,218,CREMA-D
clip_05034,spk_043,256,CREMA-D
clip_05035,spk_085,49,RAVDESS
clip_05036,spk_094,457,CREMA-D
clip_05037,spk_025,1495,TESS
clip_05038,spk_018,1197,TESS
clip_05039,spk_088,186,CREMA-D
clip_05040,spk_018,1197,TESS
clip_05041,spk_025,1495,TESS
clip_05044,spk_016,13,RAVDESS
clip_05045,spk_010,176,CREMA-D
clip_05046,spk_025,1495,TESS
clip_05047,spk_025,1495,TESS
clip_05048,spk_028,472,CREMA-D
clip_05049,spk_029,272,CREMA-D
clip_05050,spk_026,1537,TESS
clip_05051,spk_055,125,CREMA-D
clip_05052,spk_026,1537,TESS
clip_05053,spk_043,256,CREMA-D
clip_05054,spk_026,1537,TESS
clip_05055,spk_026,1537,TESS
clip_05056,spk_060,214,CREMA-D
clip_05057,spk_025,1495,TESS
clip_05059,spk_030,6,RAVDESS
clip_05061,spk_011,96,CREMA-D
clip_05062,spk_043,256,CREMA-D
clip_05063,spk_012,106,CREMA-D
clip_05064,spk_025,1495,TESS
clip_05065,spk_024,27,RAVDESS
clip_05066,spk_028,472,CREMA-D
clip_05068,spk_025,1495,TESS
clip_05069,spk_060,214,CREMA-D
clip_05070,spk_001,218,CREMA-D
clip_05071,spk_002,173,CREMA-D
clip_05072,spk_026,1537,TESS
clip_05073,spk_028,472,CREMA-D
clip_05074,spk_025,1495,TESS
clip_05076,spk_033,32,RAVDESS
clip_05077,spk_028,472,CREMA-D
clip_05078,spk_021,264,CREMA-D
clip_05079,spk_039,34,RAVDESS
clip_05080,spk_025,1495,TESS
clip_05081,spk_025,1495,TESS
clip_05082,spk_015,388,CREMA-D
clip_05083,spk_029,272,CREMA-D
clip_05084,spk_094,457,CREMA-D
clip_05085,spk_001,218,CREMA-D
clip_05086,spk_026,1537,TESS
clip_05087,spk_018,1197,TESS
clip_05089,spk_021,264,CREMA-D
clip_05090,spk_026,1537,TESS
clip_05091,spk_025,1495,TESS
clip_05092,spk_043,256,CREMA-D
clip_05093,spk_094,457,CREMA-D
clip_05094,spk_025,1495,TESS
clip_05095,spk_025,1495,TESS
clip_05096,spk_018,1197,TESS
clip_05097,spk_026,1537,TESS
clip_05098,spk_060,214,CREMA-D
clip_05099,spk_018,1197,TESS
clip_05100,spk_001,218,CREMA-D
clip_05101,spk_018,1197,TESS
clip_05102,spk_026,1537,TESS
clip_05103,spk_026,1537,TESS
clip_05105,spk_011,96,CREMA-D
clip_05106,spk_021,264,CREMA-D
clip_05107,spk_055,125,CREMA-D
clip_05108,spk_018,1197,TESS
clip_05110,spk_022,48,RAVDESS
clip_05113,spk_025,1495,TESS
clip_05114,spk_028,472,CREMA-D
clip_05115,spk_026,1537,TESS
clip_05116,spk_088,186,CREMA-D
clip_05117,spk_038,198,CREMA-D
clip_05118,spk_025,1495,TESS
clip_05120,spk_020,71,CREMA-D
clip_05121,spk_026,1537,TESS
clip_05122,spk_021,264,CREMA-D
clip_05123,spk_026,1537,TESS
clip_05124,spk_018,1197,TESS
clip_05126,spk_026,1537,TESS
clip_05127,spk_041,37,RAVDESS
clip_05128,spk_026,1537,TESS
clip_05129,spk_028,472,CREMA-D
clip_05133,spk_043,256,CREMA-D
clip_05135,spk_021,264,CREMA-D
clip_05136,spk_060,214,CREMA-D
clip_05138,spk_094,457,CREMA-D
clip_05139,spk_094,457,CREMA-D
clip_05140,spk_029,272,CREMA-D
clip_05141,spk_094,457,CREMA-D
clip_05142,spk_042,6,RAVDESS
clip_05143,spk_040,19,RAVDESS
clip_05144,spk_036,5,RAVDESS
clip_05145,spk_018,1197,TESS
clip_05147,spk_015,388,CREMA-D
clip_05148,spk_011,96,CREMA-D
clip_05150,spk_002,173,CREMA-D
clip_05152,spk_060,214,CREMA-D
clip_05153,spk_026,1537,TESS
clip_05154,spk_029,272,CREMA-D
clip_05155,spk_026,1537,TESS
clip_05156,spk_029,272,CREMA-D
clip_05157,spk_028,472,CREMA-D
clip_05160,spk_026,1537,TESS
clip_05162,spk_006,58,RAVDESS
clip_05164,spk_025,1495,TESS
clip_05165,spk_088,186,CREMA-D
clip_05166,spk_037,14,RAVDESS
clip_05167,spk_060,214,CREMA-D
clip_05168,spk_010,176,CREMA-D
clip_05169,spk_010,176,CREMA-D
clip_05170,spk_006,58,RAVDESS
clip_05171,spk_026,1537,TESS
clip_05172,spk_018,1197,TESS
clip_05173,spk_094,457,CREMA-D
clip_05174,spk_026,1537,TESS
clip_05175,spk_015,388,CREMA-D
clip_05176,spk_010,176,CREMA-D
clip_05177,spk_015,388,CREMA-D
clip_05178,spk_025,1495,TESS
clip_05179,spk_001,218,CREMA-D
clip_05181,spk_025,1495,TESS
clip_05182,spk_025,1495,TESS
clip_05183,spk_094,457,CREMA-D
clip_05186,spk_025,1495,TESS
clip_05187,spk_022,48,RAVDESS
clip_05189,spk_029,272,CREMA-D
clip_05190,spk_015,388,CREMA-D
clip_05191,spk_020,71,CREMA-D
clip_05192,spk_025,1495,TESS
clip_05193,spk_026,1537,TESS
clip_05195,spk_060,214,CREMA-D
clip_05196,spk_026,1537,TESS
clip_05197,spk_026,1537,TESS
clip_05198,spk_038,198,CREMA-D
clip_05199,spk_045,60,RAVDESS
clip_05200,spk_025,1495,TESS
clip_05201,spk_025,1495,TESS
clip_05203,spk_029,272,CREMA-D
clip_05205,spk_029,272,CREMA-D
clip_05206,spk_088,186,CREMA-D
clip_05207,spk_045,60,RAVDESS
clip_05208,spk_060,214,CREMA-D
clip_05209,spk_018,1197,TESS
clip_05210,spk_026,1537,TESS
clip_05211,spk_026,1537,TESS
clip_05212,spk_028,472,CREMA-D
clip_05213,spk_018,1197,TESS
clip_05214,spk_012,106,CREMA-D
clip_05215,spk_078,101,CREMA-D
clip_05217,spk_028,472,CREMA-D
clip_05218,spk_002,173,CREMA-D
clip_05219,spk_018,1197,TESS
clip_05221,spk_025,1495,TESS
clip_05222,spk_094,457,CREMA-D
clip_05223,spk_043,256,CREMA-D
clip_05224,spk_002,173,CREMA-D
clip_05225,spk_029,272,CREMA-D
clip_05226,spk_026,1537,TESS
clip_05227,spk_025,1495,TESS
clip_05228,spk_025,1495,TESS
clip_05229,spk_015,388,CREMA-D
clip_05230,spk_018,1197,TESS
clip_05232,spk_026,1537,TESS
clip_05233,spk_060,214,CREMA-D
clip_05234,spk_021,264,CREMA-D
clip_05235,spk_018,1197,TESS
clip_05236,spk_025,1495,TESS
clip_05237,spk_007,79,CREMA-D
clip_05238,spk_028,472,CREMA-D
clip_05239,spk_026,1537,TESS
clip_05240,spk_060,214,CREMA-D
clip_05242,spk_025,1495,TESS
clip_05243,spk_018,1197,TESS
clip_05244,spk_026,1537,TESS
clip_05245,spk_015,388,CREMA-D
clip_05246,spk_078,101,CREMA-D
clip_05247,spk_026,1537,TESS
clip_05248,spk_025,1495,TESS
clip_05249,spk_026,1537,TESS
clip_05250,spk_060,214,CREMA-D
clip_05252,spk_026,1537,TESS
clip_05253,spk_029,272,CREMA-D
clip_05254,spk_025,1495,TESS
clip_05255,spk_018,1197,TESS
clip_05256,spk_068,29,RAVDESS
clip_05257,spk_085,49,RAVDESS
clip_05258,spk_028,472,CREMA-D
clip_05259,spk_018,1197,TESS
clip_05260,spk_025,1495,TESS
clip_05261,spk_018,1197,TESS
clip_05262,spk_028,472,CREMA-D
clip_05263,spk_094,457,CREMA-D
clip_05264,spk_026,1537,TESS
clip_05265,spk_026,1537,TESS
clip_05266,spk_060,214,CREMA-D
clip_05267,spk_043,256,CREMA-D
clip_05269,spk_025,1495,TESS
clip_05270,spk_025,1495,TESS
clip_05271,spk_002,173,CREMA-D
clip_05272,spk_007,79,CREMA-D
clip_05273,spk_025,1495,TESS
clip_05274,spk_094,457,CREMA-D
clip_05275,spk_025,1495,TESS
clip_05276,spk_047,15,RAVDESS
clip_05277,spk_026,1537,TESS
clip_05278,spk_026,1537,TESS
clip_05279,spk_025,1495,TESS
clip_05280,spk_025,1495,TESS
clip_05281,spk_094,457,CREMA-D
clip_05282,spk_009,53,RAVDESS
clip_05283,spk_015,388,CREMA-D
clip_05284,spk_025,1495,TESS
clip_05285,spk_026,1537,TESS
clip_05286,spk_018,1197,TESS
clip_05287,spk_060,214,CREMA-D
clip_05288,spk_029,272,CREMA-D
clip_05289,spk_027,96,CREMA-D
clip_05290,spk_026,1537,TESS
clip_05291,spk_018,1197,TESS
clip_05292,spk_008,17,RAVDESS
clip_05293,spk_025,1495,TESS
clip_05294,spk_009,53,RAVDESS
clip_05295,spk_011,96,CREMA-D
clip_05296,spk_026,1537,TESS
clip_05298,spk_026,1537,TESS
clip_05301,spk_026,1537,TESS
clip_05303,spk_018,1197,TESS
clip_05304,spk_020,71,CREMA-D
clip_05305,spk_049,23,RAVDESS
clip_05306,spk_043,256,CREMA-D
clip_05307,spk_078,101,CREMA-D
clip_05308,spk_018,1197,TESS
clip_05309,spk_062,4,RAVDESS
clip_05310,spk_045,60,RAVDESS
clip_05311,spk_018,1197,TESS
clip_05312,spk_047,15,RAVDESS
clip_05314,spk_026,1537,TESS
clip_05315,spk_010,176,CREMA-D
clip_05316,spk_009,53,RAVDESS
clip_05317,spk_028,472,CREMA-D
clip_05318,spk_026,1537,TESS
clip_05320,spk_038,198,CREMA-D
clip_05322,spk_025,1495,TESS
clip_05323,spk_018,1197,TESS
clip_05324,spk_026,1537,TESS
clip_05326,spk_025,1495,TESS
clip_05327,spk_033,32,RAVDESS
clip_05329,spk_002,173,CREMA-D
clip_05330,spk_026,1537,TESS
clip_05332,spk_002,173,CREMA-D
clip_05333,spk_018,1197,TESS
clip_05334,spk_094,457,CREMA-D
clip_05335,spk_026,1537,TESS
clip_05337,spk_025,1495,TESS
clip_05339,spk_029,272,CREMA-D
clip_05340,spk_025,1495,TESS
clip_05341,spk_002,173,CREMA-D
clip_05342,spk_028,472,CREMA-D
clip_05343,spk_038,198,CREMA-D
clip_05344,spk_015,388,CREMA-D
clip_05346,spk_015,388,CREMA-D
clip_05347,spk_018,1197,TESS
clip_05348,spk_026,1537,TESS
clip_05349,spk_018,1197,TESS
clip_05350,spk_025,1495,TESS
clip_05352,spk_018,1197,TESS
clip_05353,spk_025,1495,TESS
clip_05354,spk_018,1197,TESS
clip_05355,spk_025,1495,TESS
clip_05356,spk_055,125,CREMA-D
clip_05357,spk_018,1197,TESS
clip_05359,spk_008,17,RAVDESS
clip_05361,spk_001,218,CREMA-D
clip_05362,spk_034,28,RAVDESS
clip_05363,spk_007,79,CREMA-D
clip_05364,spk_029,272,CREMA-D
clip_05366,spk_025,1495,TESS
clip_05367,spk_043,256,CREMA-D
clip_05368,spk_025,1495,TESS
clip_05369,spk_025,1495,TESS
clip_05370,spk_025,1495,TESS
clip_05371,spk_025,1495,TESS
clip_05372,spk_025,1495,TESS
clip_05373,spk_018,1197,TESS
clip_05376,spk_025,1495,TESS
clip_05377,spk_038,198,CREMA-D
clip_05378,spk_068,29,RAVDESS
clip_05379,spk_043,256,CREMA-D
clip_05381,spk_002,173,CREMA-D
clip_05382,spk_028,472,CREMA-D
clip_05383,spk_041,37,RAVDESS
clip_05384,spk_029,272,CREMA-D
clip_05386,spk_025,1495,TESS
clip_05387,spk_025,1495,TESS
clip_05388,spk_025,1495,TESS
clip_05389,spk_018,1197,TESS
clip_05391,spk_018,1197,TESS
clip_05392,spk_028,472,CREMA-D
clip_05393,spk_022,48,RAVDESS
clip_05394,spk_026,1537,TESS
clip_05395,spk_026,1537,TESS
clip_05396,spk_021,264,CREMA-D
clip_05397,spk_018,1197,TESS
clip_05399,spk_094,457,CREMA-D
clip_05400,spk_025,1495,TESS
clip_05401,spk_025,1495,TESS
clip_05402,spk_018,1197,TESS
clip_05403,spk_025,1495,TESS
clip_05404,spk_055,125,CREMA-D
clip_05405,spk_025,1495,TESS
clip_05406,spk_018,1197,TESS
clip_05407,spk_018,1197,TESS
clip_05408,spk_026,1537,TESS
clip_05409,spk_022,48,RAVDESS
clip_05410,spk_043,256,CREMA-D
clip_05411,spk_021,264,CREMA-D
clip_05412,spk_043,256,CREMA-D
clip_05413,spk_025,1495,TESS
clip_05414,spk_027,96,CREMA-D
clip_05415,spk_025,1495,TESS
clip_05416,spk_018,1197,TESS
clip_05417,spk_018,1197,TESS
clip_05418,spk_094,457,CREMA-D
clip_05419,spk_002,173,CREMA-D
clip_05420,spk_015,388,CREMA-D
clip_05421,spk_026,1537,TESS
clip_05422,spk_025,1495,TESS
clip_05423,spk_010,176,CREMA-D
clip_05424,spk_026,1537,TESS
clip_05425,spk_026,1537,TESS
clip_05426,spk_018,1197,TESS
clip_05427,spk_025,1495,TESS
clip_05428,spk_021,264,CREMA-D
clip_05429,spk_010,176,CREMA-D
clip_05431,spk_015,388,CREMA-D
clip_05432,spk_026,1537,TESS
clip_05433,spk_018,1197,TESS
clip_05435,spk_060,214,CREMA-D
clip_05436,spk_025,1495,TESS
clip_05437,spk_025,1495,TESS
clip_05438,spk_029,272,CREMA-D
clip_05439,spk_027,96,CREMA-D
clip_05441,spk_020,71,CREMA-D
clip_05442,spk_038,198,CREMA-D
clip_05444,spk_002,173,CREMA-D
clip_05445,spk_094,457,CREMA-D
clip_05446,spk_043,256,CREMA-D
clip_05447,spk_094,457,CREMA-D
clip_05448,spk_026,1537,TESS
clip_05449,spk_018,1197,TESS
clip_05450,spk_010,176,CREMA-D
clip_05451,spk_043,256,CREMA-D
clip_05453,spk_018,1197,TESS
clip_05454,spk_085,49,RAVDESS
clip_05456,spk_011,96,CREMA-D
clip_05458,spk_026,1537,TESS
clip_05459,spk_026,1537,TESS
clip_05460,spk_002,173,CREMA-D
clip_05461,spk_029,272,CREMA-D
clip_05462,spk_015,388,CREMA-D
clip_05463,spk_026,1537,TESS
clip_05464,spk_060,214,CREMA-D
clip_05465,spk_043,256,CREMA-D
clip_05466,spk_026,1537,TESS
clip_05467,spk_018,1197,TESS
clip_05468,spk_055,125,CREMA-D
clip_05469,spk_026,1537,TESS
clip_05470,spk_009,53,RAVDESS
clip_05471,spk_001,218,CREMA-D
clip_05472,spk_025,1495,TESS
clip_05473,spk_026,1537,TESS
clip_05476,spk_045,60,RAVDESS
clip_05477,spk_002,173,CREMA-D
clip_05478,spk_025,1495,TESS
clip_05479,spk_018,1197,TESS
clip_05480,spk_026,1537,TESS
clip_05481,spk_001,218,CREMA-D
clip_05482,spk_026,1537,TESS
clip_05483,spk_026,1537,TESS
clip_05484,spk_005,33,RAVDESS
clip_05486,spk_002,173,CREMA-D
clip_05487,spk_018,1197,TESS
clip_05489,spk_007,79,CREMA-D
clip_05491,spk_094,457,CREMA-D
clip_05492,spk_043,256,CREMA-D
clip_05493,spk_011,96,CREMA-D
clip_05494,spk_026,1537,TESS
clip_05495,spk_011,96,CREMA-D
clip_05496,spk_025,1495,TESS
clip_05497,spk_025,1495,TESS
clip_05499,spk_060,214,CREMA-D
clip_05500,spk_025,1495,TESS
clip_05501,spk_026,1537,TESS
clip_05502,spk_026,1537,TESS
clip_05504,spk_025,1495,TESS
clip_05505,spk_018,1197,TESS
clip_05506,spk_038,198,CREMA-D
clip_05508,spk_028,472,CREMA-D
clip_05509,spk_026,1537,TESS
clip_05510,spk_094,457,CREMA-D
clip_05511,spk_018,1197,TESS
clip_05512,spk_022,48,RAVDESS
clip_05513,spk_076,10,RAVDESS
clip_05514,spk_029,272,CREMA-D
clip_05515,spk_038,198,CREMA-D
clip_05516,spk_025,1495,TESS
clip_05517,spk_018,1197,TESS
clip_05518,spk_080,38,RAVDESS
clip_05519,spk_028,472,CREMA-D
clip_05520,spk_026,1537,TESS
clip_05521,spk_026,1537,TESS
clip_05523,spk_026,1537,TESS
clip_05524,spk_009,53,RAVDESS
clip_05526,spk_047,15,RAVDESS
clip_05527,spk_010,176,CREMA-D
clip_05528,spk_018,1197,TESS
clip_05529,spk_039,34,RAVDESS
clip_05530,spk_080,38,RAVDESS
clip_05532,spk_001,218,CREMA-D
clip_05533,spk_025,1495,TESS
clip_05534,spk_011,96,CREMA-D
clip_05535,spk_025,1495,TESS
clip_05537,spk_039,34,RAVDESS
clip_05538,spk_020,71,CREMA-D
clip_05540,spk_026,1537,TESS
clip_05541,spk_027,96,CREMA-D
clip_05542,spk_025,1495,TESS
clip_05543,spk_025,1495,TESS
clip_05544,spk_043,256,CREMA-D
clip_05546,spk_055,125,CREMA-D
clip_05547,spk_026,1537,TESS
clip_05548,spk_028,472,CREMA-D
clip_05549,spk_028,472,CREMA-D
clip_05550,spk_034,28,RAVDESS
clip_05551,spk_021,264,CREMA-D
clip_05552,spk_057,16,RAVDESS
clip_05553,spk_025,1495,TESS
clip_05556,spk_027,96,CREMA-D
clip_05557,spk_043,256,CREMA-D
clip_05559,spk_061,6,RAVDESS
clip_05560,spk_002,173,CREMA-D
clip_05561,spk_015,388,CREMA-D
clip_05562,spk_020,71,CREMA-D
clip_05564,spk_018,1197,TESS
clip_05565,spk_025,1495,TESS
clip_05567,spk_025,1495,TESS
clip_05568,spk_018,1197,TESS
clip_05569,spk_028,472,CREMA-D
clip_05570,spk_025,1495,TESS
clip_05571,spk_021,264,CREMA-D
clip_05572,spk_018,1197,TESS
clip_05574,spk_026,1537,TESS
clip_05575,spk_025,1495,TESS
clip_05576,spk_088,186,CREMA-D
clip_05577,spk_094,457,CREMA-D
clip_05578,spk_018,1197,TESS
clip_05579,spk_033,32,RAVDESS
clip_05580,spk_094,457,CREMA-D
clip_05581,spk_055,125,CREMA-D
clip_05582,spk_094,457,CREMA-D
clip_05583,spk_025,1495,TESS
clip_05584,spk_018,1197,TESS
clip_05585,spk_026,1537,TESS
clip_05586,spk_043,256,CREMA-D
clip_05587,spk_026,1537,TESS
clip_05588,spk_063,3,RAVDESS
clip_05591,spk_085,49,RAVDESS
clip_05592,spk_025,1495,TESS
clip_05593,spk_026,1537,TESS
clip_05594,spk_025,1495,TESS
clip_05595,spk_038,198,CREMA-D
clip_05596,spk_025,1495,TESS
clip_05598,spk_026,1537,TESS
clip_05599,spk_028,472,CREMA-D
clip_05600,spk_018,1197,TESS
clip_05601,spk_025,1495,TESS
clip_05602,spk_025,1495,TESS
clip_05603,spk_026,1537,TESS
clip_05605,spk_025,1495,TESS
clip_05606,spk_018,1197,TESS
clip_05607,spk_018,1197,TESS
clip_05608,spk_001,218,CREMA-D
clip_05610,spk_026,1537,TESS
clip_05611,spk_018,1197,TESS
clip_05612,spk_029,272,CREMA-D
clip_05613,spk_026,1537,TESS
clip_05614,spk_055,125,CREMA-D
clip_05616,spk_015,388,CREMA-D
clip_05617,spk_016,13,RAVDESS
clip_05618,spk_025,1495,TESS
clip_05619,spk_060,214,CREMA-D
clip_05620,spk_028,472,CREMA-D
clip_05621,spk_010,176,CREMA-D
clip_05622,spk_028,472,CREMA-D
clip_05623,spk_094,457,CREMA-D
clip_05624,spk_012,106,CREMA-D
clip_05625,spk_055,125,CREMA-D
clip_05626,spk_001,218,CREMA-D
clip_05627,spk_028,472,CREMA-D
clip_05628,spk_025,1495,TESS
clip_05629,spk_094,457,CREMA-D
clip_05630,spk_002,173,CREMA-D
clip_05631,spk_026,1537,TESS
clip_05632,spk_026,1537,TESS
clip_05633,spk_012,106,CREMA-D
clip_05634,spk_015,388,CREMA-D
clip_05635,spk_010,176,CREMA-D
clip_05637,spk_057,16,RAVDESS
clip_05638,spk_014,23,RAVDESS
clip_05639,spk_018,1197,TESS
clip_05640,spk_085,49,RAVDESS
clip_05641,spk_028,472,CREMA-D
clip_05642,spk_025,1495,TESS
clip_05644,spk_025,1495,TESS
clip_05645,spk_028,472,CREMA-D
clip_05646,spk_025,1495,TESS
clip_05647,spk_025,1495,TESS
clip_05648,spk_026,1537,TESS
clip_05649,spk_018,1197,TESS
clip_05652,spk_025,1495,TESS
clip_05653,spk_025,1495,TESS
clip_05654,spk_015,388,CREMA-D
clip_05655,spk_018,1197,TESS
clip_05656,spk_049,23,RAVDESS
clip_05657,spk_021,264,CREMA-D
clip_05658,spk_026,1537,TESS
clip_05659,spk_026,1537,TESS
clip_05660,spk_026,1537,TESS
clip_05661,spk_018,1197,TESS
clip_05662,spk_018,1197,TESS
clip_05663,spk_028,472,CREMA-D
clip_05664,spk_025,1495,TESS
clip_05666,spk_007,79,CREMA-D
clip_05667,spk_010,176,CREMA-D
clip_05668,spk_018,1197,TESS
clip_05669,spk_018,1197,TESS
clip_05670,spk_021,264,CREMA-D
clip_05671,spk_088,186,CREMA-D
clip_05672,spk_025,1495,TESS
clip_05673,spk_033,32,RAVDESS
clip_05674,spk_027,96,CREMA-D
clip_05675,spk_004,29,RAVDESS
clip_05676,spk_026,1537,TESS
clip_05677,spk_029,272,CREMA-D
clip_05678,spk_019,11,RAVDESS
clip_05679,spk_029,272,CREMA-D
clip_05680,spk_026,1537,TESS
clip_05683,spk_026,1537,TESS
clip_05684,spk_018,1197,TESS
clip_05685,spk_038,198,CREMA-D
clip_05686,spk_026,1537,TESS
clip_05687,spk_026,1537,TESS
clip_05688,spk_018,1197,TESS
clip_05689,spk_010,176,CREMA-D
clip_05690,spk_025,1495,TESS
clip_05691,spk_094,457,CREMA-D
clip_05693,spk_050,11,RAVDESS
clip_05694,spk_088,186,CREMA-D
clip_05695,spk_055,125,CREMA-D
clip_05696,spk_025,1495,TESS
clip_05697,spk_025,1495,TESS
clip_05698,spk_026,1537,TESS
clip_05699,spk_018,1197,TESS
clip_05701,spk_027,96,CREMA-D
clip_05702,spk_025,1495,TESS
clip_05704,spk_010,176,CREMA-D
clip_05705,spk_025,1495,TESS
clip_05706,spk_015,388,CREMA-D
clip_05707,spk_026,1537,TESS
clip_05708,spk_025,1495,TESS
clip_05709,spk_018,1197,TESS
clip_05710,spk_018,1197,TESS
clip_05711,spk_025,1495,TESS
clip_05712,spk_011,96,CREMA-D
clip_05714,spk_026,1537,TESS
clip_05715,spk_094,457,CREMA-D
clip_05716,spk_025,1495,TESS
clip_05717,spk_094,457,CREMA-D
clip_05718,spk_018,1197,TESS
clip_05720,spk_026,1537,TESS
clip_05721,spk_055,125,CREMA-D
clip_05722,spk_025,1495,TESS
clip_05723,spk_088,186,CREMA-D
clip_05724,spk_007,79,CREMA-D
clip_05725,spk_018,1197,TESS
clip_05726,spk_038,198,CREMA-D
clip_05727,spk_028,472,CREMA-D
clip_05728,spk_018,1197,TESS
clip_05729,spk_018,1197,TESS
clip_05731,spk_026,1537,TESS
clip_05732,spk_049,23,RAVDESS
clip_05733,spk_028,472,CREMA-D
clip_05734,spk_018,1197,TESS
clip_05736,spk_021,264,CREMA-D
clip_05737,spk_028,472,CREMA-D
clip_05738,spk_015,388,CREMA-D
clip_05739,spk_025,1495,TESS
clip_05740,spk_026,1537,TESS
clip_05741,spk_018,1197,TESS
clip_05742,spk_094,457,CREMA-D
clip_05743,spk_021,264,CREMA-D
clip_05744,spk_011,96,CREMA-D
clip_05746,spk_027,96,CREMA-D
clip_05747,spk_026,1537,TESS
clip_05748,spk_018,1197,TESS
clip_05749,spk_026,1537,TESS
clip_05750,spk_018,1197,TESS
clip_05751,spk_010,176,CREMA-D
clip_05752,spk_021,264,CREMA-D
clip_05753,spk_025,1495,TESS
clip_05754,spk_002,173,CREMA-D
clip_05756,spk_025,1495,TESS
clip_05757,spk_018,1197,TESS
clip_05759,spk_025,1495,TESS
clip_05760,spk_026,1537,TESS
clip_05761,spk_043,256,CREMA-D
clip_05762,spk_018,1197,TESS
clip_05763,spk_067,19,RAVDESS
clip_05766,spk_075,20,RAVDESS
clip_05767,spk_010,176,CREMA-D
clip_05768,spk_022,48,RAVDESS
clip_05769,spk_025,1495,TESS
clip_05770,spk_029,272,CREMA-D
clip_05771,spk_020,71,CREMA-D
clip_05772,spk_029,272,CREMA-D
clip_05773,spk_018,1197,TESS
clip_05774,spk_025,1495,TESS
clip_05775,spk_078,101,CREMA-D
clip_05776,spk_001,218,CREMA-D
clip_05777,spk_094,457,CREMA-D
clip_05778,spk_055,125,CREMA-D
clip_05779,spk_021,264,CREMA-D
clip_05780,spk_026,1537,TESS
clip_05781,spk_001,218,CREMA-D
clip_05782,spk_026,1537,TESS
clip_05783,spk_025,1495,TESS
clip_05784,spk_025,1495,TESS
clip_05785,spk_001,218,CREMA-D
clip_05786,spk_029,272,CREMA-D
clip_05788,spk_085,49,RAVDESS
clip_05791,spk_025,1495,TESS
clip_05792,spk_026,1537,TESS
clip_05793,spk_018,1197,TESS
clip_05795,spk_026,1537,TESS
clip_05796,spk_060,214,CREMA-D
clip_05797,spk_038,198,CREMA-D
clip_05798,spk_018,1197,TESS
clip_05799,spk_011,96,CREMA-D
clip_05800,spk_078,101,CREMA-D
clip_05801,spk_078,101,CREMA-D
