id,text,dialect
10331,ماجستر صحافه اكيد حتكوني شاطره برد وقصف الجبهات,2
10332,اخ و شو انصدمت لاتقبل واقع انو الحب فعلا مو كل شي كنا صغار و نتخيل انو رح نتجوز و نضل عايشين بعسل و حب بس لا الموده والاحترام هن احلى شي و ازا بدك اهم من الحب بكتير,0
10333,و بعد فتره مشان يعدلو الموضوع,3
10334,رجع طفى الضو و طلع من الغرفه,0
10335,انو راس العونيون بينكسر,1
10336,خلص روح اتجوز اتهنا انا هون عايشه ع ذكراك اراقبك من بعيد,3
10337,حرق سعرات وبعد الرضاعه بتجوعى بتعوضي اللى حرقتى هه,2
10338,لما تنظفي المطبخ رشي الرفوف والحواف ببودره بيضا للصراصير مابعرف اسمها بشتريها من العطار بودره للصراصير,2
10339,بس المشكله زمان فش اشي كان ينتسى,3
10340,الا بكلام ما حدا يحلم احد بالتمديد لمجلس النواب او البقاء على القانون نفسه او فراغ,1
10341,حطت اختي ايدها على تمي و سكتنني وبكيت معي قرب مني و قلي ما تخافي انا معك ما خاف من شو ما خاف من حالي,0
10342,جد هالموضوع لازم احكي فيه,3
10343,فتت لقيت وحده مسلوعه مسشوره شعرها لابسه نضارات و شفايفها كتير رفاع و وجهها فيه تجاعيد عالخفيف قعدت و بلشت تسألني اسئله بتفتح الجروح,3
10344,بهذه الخطوات تعيدون ال بعد اختفائها,1
10345,ويلي مش عاجبو ينتف حواجبو,1
10346,وقفت معو و حكالي ايش يا عمري ايش هالحلاوه اموت طخ انا,3
10347,و اما النور الذي في القلب فهو نور من الله,1
10348,ابو عماد قومي انقبري البسي جاين ناس ياخدوكي من عندي الله ياخذك,0
10349,لا تعال هان لازم يكون الك شخصيه مش اي حد يقولك روح يمين تروح يقولك روح شمال تروح حليك هيني بتؤنس بافكاركم,2
10350,و بعتلو رساله انا اشتقتلك شيل البلوك عني و لا ترد ع هاد الرقم لإنو لأخوي,3
10351,طلعت لجوزي كان يجب سن التومه ويدقو ويدعكو دعك مكان التعلبه وراحت الحمدلله,2
10352,ملاك طيب اعطيني مصاري معتازتهن,0
10353,تقاعسكم عن قضيتنا جريمه دستوريه,1
10354,وقعت الشنته من ايدي و صارت دئات البي تتسارع وكأنو رح يوقف,0
10355,حرام علشلن خاطر اولادها بنظلمو,2
10356,وركضت على غرفتها وهي عم تضحك,0
10357,وين افوش ايون هاي وانا عم اتصفح وانا بالتواليت اخد صوره,0
10358,يا جماعه في ناس محتاجين دعائنا,3
10359,يا الله شو فضوليين,2
10360,الشاطر عباره عن كائن مكروه و الكل بتجنبو,3
10361,هه ضحكتني بتعليقها فعلا مستفزه المصيبه بعيني كنت اشوف بنات ايام الجامعه بكونو لابسين عبايات بس يطلعو من بيوتهم وبشلحوها وبتمكيجو وبعملو عمايلهم بره بيوتهم مو كل اصابعك شبه بعض حبيبتي اعرفي شو بتحكي,2
10362,ليش عم تعصبي بسرعه,1
10363,فخامه قال العداله بتشمل جميع المواطنين بكل طوايفوا وهيك مفروض يكون القانون بغير هيك,1
10364,لك اديي انبسطت حياتيي,1
10365,لازم تشكر الناس لحواليك لأن بيتحملوك بأوقات جنونك,1
10366,بعدين بدي اقلك شي الرجال بكلموا بنات مابعرف بحس الاشي بدمهم وهي تحاول تراقبه من تحت لتحت وماتصدقه بكل شي طبعا ماتبينله احساسها فيه عشان مايشك وياخد احتياطاته والا يجي يوم ويقع,2
10367,انا ارموني بجنب صحن مجدره و جنبو صحن سلطه خيار و لبن هيك بتكون اموري تمام,3
10368,لكن انا لما حكيت انو احنا فعلاهيك بنتكلم بنقول خلص فعادي لا هيا مشكله كبيرره ولا كلام غريب,2
10369,يعني بعد في ما نظر ت على القطاع الطبي و الأطباء الرجاء انو تركي عالفاشون و التياب و تتركي الطب لأهلو,1
10370,مرحبا كيفكم انا انقرأت فاتحتي,3
10371,اوف مؤامره بين دحلان,2
10372,وقعدت وانا عم اتطلع عليهن الف هدول بكفو او لأ,0
10373,كلو كلو صبغه و اشقر و منوكير و بدوكير,3
10374,و طالت هالمكوى و كوت شعراتها الي متل مكنسه القش,3
10375,بدي اشتري ثلاجه وغساله وغاز بفرن بس بدي اجيبهم مخراز مش جديد حدا بيعرف محل اوحدا يكون ثقه واجهزتوا كويسه ومضمونه يعني,2
10376,العالم كله وأنت الوحيد المجنون فيه,1
10377,بس انا لازم خليه يبعتلي الجزء التاني من المحادثه و ورجيها لقصي يا انا عم موت والله حرام الي بصير فيني انا مظلومه,0
10378,بعد نقاش و جدال طويل قررنا الحل المرضي للجهتين و هو كالآتي,3
10379,معق د و ما عندك جنس النضج يا عيب الشوم,1
10380,حرام عليكي زمان ما قرأنالك و روايات قرأتها ما عاده وتتلاشى,2
10381,اف منك وليك ليش,0
10382,وحيده ابوها وامها كان عندها اخ اكبر منها و مات بحادث سياره,0
10383,مره زمان نمت بالصف بعد الحصه الخامسه لقيت ولاد الصف سارقين شنتتي وحاطينها بصف تاني,3
10384,انا متأكده انه ربنا رح يعوضك بالأحسن لانك بتستاهلي,2
10385,وهيك قرر ينهي رحله ماليزيا ويرجعو لان امورهن ما عم تنحل هون,0
10386,و اكيد خليت اخوك يرن ع حبيبتك ويحكيلها انو انتا بالمستشفى المشكله انك لسا بتعرفش تحضر عالبرنامج بالمدرسه يا ابو القسمه الطويله يلعن شو قهرتني,3
10387,الشب الإسباني بكتب بوست,3
10388,يا جماعه هي حكت انو صارلنا شي ست سنين مش حبينا بعض ست سنين,2
10389,لو انك مانك ضريره لخليتك تشوفي هاي الصور وهاي التقارير لبنتك اذا كملتي علاجك وصرتي اتشوفي خدي شوفي هالمسخ بنتك هادول الورق حصلت عليهن من المشفى فيكي تتاكدي,0
10390,بالذات الموظفات ما بحبو بعض الكره ليه ما بتعرفي بس افضلك ما تخطلتي بحد و خلي علاقاتك سطحيه مع الكل افضل و اريح لراسك,2
10391,تطلع هو علي من تحت لفوق و حكالي يفتح الله يختي,3
10392,روحي على عياده الوكاله واعرضي حالك ع الدكتوره النسائيه وبطمنك,2
10393,سحبت رجلي و رميت الغطا,0
10394,انت بكيتي هو مبكى نص البلد,1
10395,مش فاهم شي من المنيو ومش عارف اذا الي علي الطاوله ولا بس علي ذمته انها ميه رح اسمي واشرب وانا ونصيبي,2
10396,صوت شوفير الخط ما عم ينئ طول الطريئ,1
10397,عمتك لا والله مرت اخي في صوف زياده اصلا,3
10398,واصلا الي بيروح يعزي هو المفروض الي يجيب لاهل العزا اكل,2
10399,في صبيه حكت عن زيت الزيون والتومه كم مره بنعملها بالاسبوغ,2
10400,هلا مو موسمها بس ممكن تلاقيها في شارع المختار اخر شارع السوق ع ايدك اليمين قبال العماره الجديده الي اسمها رانسي,2
10401,انا حكتلو لا بديش ارقص الا هو وقف وقال بدك ترقص انا خفت الصراحه وبلشت ارقص شوي شوي وهمه يضحكو وهو بيقلي اجنبي اجنبي انا قلت خربانه خربانه وكبست معي ع رقص واهز و اعمل حركات بهلوانيه حتى عملت حركه المروحه همه فاقعين ضحك حتى بضحك,3
10402,يكسرلو كلمتو للرئيس عن التمديد,1
10403,تناولت كاسه على طاولتو و اعطتو ياها,0
10404,كل شي حبيبتي بوقتو حلو,0
10405,روسيا تتحكم بكامل الأجواء نقطه تحو ل في الحرب,1
10406,بحييك معالي الوزير بس بخالفك الرأي الشعب شعب مبسوط والدوله مأمنتلو كل شي والدليل هالاحتفال يلي صار بالسانت تيريز,1
10407,مسكو من رقبتو و عيونو عم تضرب شرار,0
10408,ببشاره كنت انتظرها ولكن ماصار والحمدلله على كل حال,1
10409,عصفور عم يحكي مع صديقته العصفوره البنطلون مجعلك كتير اوك شو بعمل كوي كوي,1
10410,حاج بصبصه عيب عليك ماماليه عينك قصدي بدك تراب بعينك ليش عم تجوحر بأختي خاف الشاب وهرب مني ويمكن من صوتي العالي طار واختفي قعدنا نص ساعه ننطر بعلب الايس كريم توصل وماوصلت شو القصه شو في قامت اختي تسألو ليش اتأخرت طلع على الكاشير اخي لك شو جابك,0
10411,انو صار عنا دوله بدل الشبه دوله,1
10412,هاد بروفايلي شخصي بكتب فيه اي اشي بقدر يحكيه اي حدا اليوم بكتب عن ارتفاع اسعار الجوافه وبكرا عن خاتم خطبه جارتنا,3
10413,وينك حبيبي وبيكون عم يحكي مع حبيبتو,1
10414,انباء اوليه عن وقوع انفجار على طريق مطار قبل جسر الرابع واقتصار الاضرار على الماديات,1
10415,انا علقانه ادام الخزانه ما عارفه شو بدي البس,1
10416,الجميع سيموت لكن ليس الجميع يعيش حياه تستحق ان تسمى حياه فأبذل جهدك لكي لا تكون حيا تتنفس فقط,1
10417,بس ممكن يطلع منها لازم تجيبي الأوراق الي كنت تحكي عنها,0
10418,حكالي كل هاد الحكي بعد ما عزمني و حكالي انو في موضوع مهم ما بعرف ليه ضليت لآخر لحظه ماسكه حالي و باكل البطيخ بالشوكه و السكين و بحاول احبس دمعتي و ببتسملو,3
10419,وعدني حبيبي وعدني عنك مارح تبعدني,1
10420,خبر عاجل انتهت الحرب في,1
10421,كلمه منيحه كلمه تقدير بعد كل يلي صار,1
10422,حيوان كلب منحط بلا اخلاق مجوي سراق تفه عليك يا حيوان منك من البشر وين القضاء نايمين عم ندفعلكن معاشتكن مش تتمضوا علعمياني,1
10423,ملاحظه نفس مدرستي زمان بس لطراشه بتخنلف,2
10424,احرقي مرميه بعد القلي وبعدين استخدمي المعطرات,2
10425,ليش ياعمري بعدنا ما قعدنا خلينا شوي,0
10426,ما صوت الرصاص بالأفراح والأحزان,1
10427,قصدي الواحد بالبدايه يكون رسمي بعدين ازا لقاهم اهل للتعامل الكويس كان بها مالقا الوضع مناسب بضل رسمي وخلص,2
10428,وزير داخليه ما عارف حالك مع مين عم تحكي رئيس الجمهوريه بي الكل رئيس حكومه استعاده الثقه ثقه مين بمين وينن من هالمهزله,1
10429,بس ع كل وجبه حبه تمر الوجه ما بخرب,3
10430,تعلم الحكي احسن منا عايشن نحنا لاجئين,1
10431,شوف لي وراك بس ما تطل ع,1
10432,ام من وين بدو يرجع من وين,0
10433,بنت معي بالجامعه كل ما امرق من قدامها او احط اصبع رجلي ع بقعه ارض هي موجوده عليها,3
10434,اكتر ناس عرفو الصح هني الناس اللي عملو غلط الله يا ناصيف,1
10435,لك الله يا فلم يبق للعرب وجود نعم لقد اصبحوا صهاينه,1
10436,انو اشرف ريفي بيفرق عن ميا خليفه,1
10437,ع اساس اهلك ما حكو انو اختك رح تخطب وحكو العيله واسم الشب,2
10438,بلد كل من ايدو الو بلد المعتر لما الو حدا يحميه بلد الزعران الفلتانه والدرك الخيفانه,1
10439,اجت عنا كلبه جربا هي و ولادها تحت الشباك وماراح البراغيث غير بهاي الطريقه وتنفخنا انا و ولادي من القرص لحد ماعرفنا انو في برغوث,2
10440,والله مافي اهضم منو هه,1
10441,مش مشروع ست بيت و ابدا مش ناويه اكون هاد المشروع,3
10442,خلص بس افتحيلي الباب,0
10443,شو حسد ما حسد قبل يومين كانو جايبين بنت ماشاءالله عنها ع قناه الكتاب عمرها سنين حافظه القرآن كامل وابتقرا اللغه الانجليزيه بطلاقه,2
10444,ونا زيك بردش وهاد الي قاهرهم مكيوديين من الملكه,2
10445,الله يحمي الشباب يارب ويرحم الي الى توفو بهل حوادث الطرقات بس تعليم الاهل انو الابن مو عمره1,1
10446,وللعلم لو صحلي اطفش من هالبلد مش هقصر,2
10447,ناسفا البارحه هلق جالسه والا نمت,1
10448,بعهد متل غيرو هيدا عهد العماد,1
10449,ما اشوف حالي غير تعرقلت لإنو الدرج خلص,3
10450,ام اليوم عندي موعد مع المحامي الله يخليكي لاتخلي عايده تكمش اوراقي وتشوف شو فيهن,0
10451,يعجنها البين شكلها غلطانه بالعنوان او معها زهايمر وناسيه ايش كانت المناسبه,2
10452,وانا بحبك يا قدام خلق الله كلو,0
10453,و اكره لحظه عندي صارت وقت ميحكي الدكتور العلامات,3
10454,مجروحه وجروحي عم تاكل من روحي,1
10455,وما بدي صاحباتك يضلو يسألوكي شو ما اجا سعيد خطبك,3
10456,قربت لعندها واشرتلها على ايمن ريم حبيبتي هاد ابنك,0
10457,حبيبتي ما تردي عليهن اذا زوجك منيح بيعي شويه اللي يسلك اموره بدل ما يشحد بكرا راح يعوضك الضعف وراح يحفظلك هالمعروف,2
10458,بطل هيك موضوع للنقاش,3
10459,يالطيف الطف فى الشعب الغلبان لحقت المنحه اتخلص,2
10460,مو الناس اللي بترفض ي بنت الناس والله نصيبها لسه ما اجا بيكون ئي انداري ع ايش مستعجلات,2
10461,تمنيت اسمع العاب ناريه بسوريه فرحا بالنصر,1
10462,عادي تستقبلهم وتقدملهم زي مبتقدم للكل قهوه وتمر واذا طولو شوي تعمل شاي وممكن تقدم بسكوت مبكت او اي شي مع الشاي وتمشيىالموضوع مش ناقصه مشاكل بينها وبين حماتها,2
10463,المشكله الناس الي كان يوصلهم الأكل كل مره ليش كانو ياخدوه و ما يحكو انهم ما طلبو,3
10464,وهو بكل بروده اعصاب وماسك الريموت بيقولها,3
10465,اطلاق نار وتكسير سيارات خلال الإعتصام,1
10466,ليش الغدر ليش ليش تسرقيه ل سبع البرومبا ليش تخطفيلهم اياه ليش تخليهم يعشقو ليش تخليهم يضيعو وقتهم ليش يا عنكبوته ليش طب كان حكيتي كان زمرتي كان نبهتيهم بهونو عليكي,3
10467,ما بتنحسد اكيد يا عادل على هالموقف,1
10468,حياتي وين بارده المي دافيه تعي تعي,0
10469,من ترك شيا لله عوضه بخير منو جد نيالك وماشا الله عنك ضلك قويه هيك ولا تضعفي,2
10470,بجد لنضافه والست النشيطه نعمه من ربنا,2
10471,اصلا حتى قهوه ما تقدمي تجي حماتك اضيفها انتي فيكي اللي مكفيفكي,2
10472,صارت تصرخ بس محدا سمعا و يضرب الباب و رح ينكسر,0
10473,ما كانت خجلانه منو ولا بكيت لانها طلعت من بيت اهلها عادي مشت قدامو وسبقتو طلعت بالسياره,0
10474,حالك اهبل اد ما بتعمل مانسن ل هالمشاهير و ما بجاوبوا حتى لايك بس في اكيد في منن بيستاهلو و بالقلب,1
10475,للأسف علقانين ببلد صار عصفوريه ببلد الطبقه الحاكمه فيه بدها توصلنا لهالحاله حتى نفوت ببعض ما بيكفي اللبنان,1
10476,وبتشوف ناس برضو عن حب وما كملوا سنه الا وكان اكبر غلط انهم اخدوا بعض,3
10477,السهره معك ولا احلا بسكت الكل بس تبلش,1
10478,واستخدمي البودره ب7 شيكل اعتقد العلبه من الصيدليه,2
10479,حلفت ميت يمين ازا بمشي مع رنده الا تقص رجلي و ترميهم ع دوار المدينه عبره للناس,3
10480,غير ب دوله المواطنه والانتقال الى مجلس الشيوخ الضامن للمصير ومجلس النواب الضامن للمواطنه,1
10481,عبير اذا ما رجعتي كنت بدي ارجعك خاوه,3
10482,شو يعني حصى لبان دكر,2
10483,انتي خاطبه يا خالتو,3
10484,و انا كنت عم فور اغلي لاني ما بعرف هالولد مين ابوه و ازا لسه عم تتواصل معو و لا شو,0
10485,شفت لالك بار اوه على اتقل شي جهزي حالك,0
10486,ركضو ورا بعضهن و فتحو الباب عليهن و اخدو من بين ايديه,0
10487,رحت عملت كذدوره يا ساتر الكذدوره يعني هه,1
10488,احنا صرنا بزمن النفاق,2
10489,حبيبتي الله يسعدك ويفرحك ب اولادك,2
10490,وكله كوم وحرام تصوروا الاكل كوم تاني,2
10491,الو الو خدي ما بيرد,3
10492,ليش هيك عملت فيني,0
10493,غطيت وشي بايدي التنتين و خالي حط ايدو على كتفي خلص خالو مشي الحال حبيبتي,0
10494,وقعت كاسه المي من ايدي و انكسرت,0
10495,كم الصغير عندك وكيف حاسه حيكون الوضع انا نفسك عنددي ولدين والي سنين موقفه خايفه اجييب اتعب,2
10496,اذا فيك تقطع المتحف بهالشكل وتنزل من سيارتك يمكن تغير رأيك,1
10497,هي تتحدى و عم تسعى لتغير بحالا و بوضعها و هيدا شي كتير حلو الغلط انو الإنسان يضل عغلطو و ما يسعى للتغيي,1
10498,الهدف من هالقصه الصباحيه,3
10499,ما بتلتاموا اذا بأمريكا صرت اشوف الابيض بكره الاسود انداري الله يديم العقل,3
10500,انتي الك سنه ونص معو ماعرفتي مكانتك عندو,2
10501,انا الي ساعه بفكر فيها الك سنه ونص متزوجه وابنك عمرو شهور وبعدين يا عيني عادي كلمتو بس انتي لقتيها اتقيله عشان يلي موجودين بس فهميه وبينيلو مزح هيك بزعجك وخلص بتمشي,2
10502,نحن الرقم الصعب سمعت يا شاطر,1
10503,بتندعس بقولو ابصر شو كاين عامل,3
10504,وشو اعمل انا بنتي سنه و3شهور ما بتنام لتحط ايدها جوا قبه بلوزتي,2
10505,هه معي ولدين وطالني الزن على الحمل وانا مابدي بس صار ونفسيتي زي الزفت بس الحمد لله ماتهتمي للحكي لو معك دزينه ولاد ليحكولك خلفي شعب بموت بالخلفه والله يخليلك بناتك هما اللي رح ينفعوكي,2
10506,يعني بتلمعو ما بيشيد وبتحطي معطر بداخلها,2
10507,هيك حكيتي انك بتحلمي,2
10508,انتا بتصير بدك تبرر الموقف قال,3
10509,بأنك وحدك رغم الجموع من حولك,1
10510,رخصه بناء لواحد ما عندو ارض,3
10511,سلامه راجع بالسلامه,1
10512,الا برشلونه ي,2
10513,و يا ريت مستفيده منهم اشي في حال في حال فكر واحد من خواني يمزح معي بطلعني بإصابه او بجعلكني او بطعجني,3
10514,بعدين رن موبايل و رد عليه كانت امي الي دائيتلو ما قدرت اسمع كل شي,0
10515,طفل صغير بس كان معطيني ضهرو وماسك بايدو لعبه,0
10516,عام وماز لنا لنسا اهلا للظهور,1
10517,نارر يا حبيبي نارر,1
10518,بعد ما تغير العروس البدله بكتشف العريس انو متجوز لونين,3
10519,ع فكره لو تم التأكد من الجانب الطبي انه وما في اي مشاكل بيكون نفسي وهوا اشي مش خطير وما بياثر تقريبا الا ازا كانت عدد النوبات كتيره ومتكرره خلال فتره زمنيه قصيره وامكانيه علاجها متوفره بس بدها متابعه واصرار,2
10520,يمكن مخدرات والله العليم الحقي حالك بالبدري واشردي ع دار اهلك,2
10521,طب انا لحالي بالبيت كيف ادخلو بخاف,3
10522,وانا بقول هاد مو حلم عقل لباطنه من كتر ما بتفكر بالموضوع وشاكه فيها,2
10523,مو جاي على بالك تعيش بدنا شي غيبوبه,1
10524,الله لا يردك يا مئمله ضروري تسوقي فيها جو ماجده الرومي,3
10525,ما اشتقتي تنامي بحضني و لا كبرتي يا ضرسانه هه,0
10526,انو اذا اتهمنا بالطائفيه والتعصب والإنعزاليه والفتنه ممكن نتراجع ونسخسخ ونسلم بالأمر الواقع ما منتراجع ولا,1
10527,اليوم ما في عجقه سير,1
10528,هه يي طلعنا كلنا ع ارطغرول يمكن لانو مافى مز وعريات بس للاسف حلقه بالاسبوع والخميس يلى فات ماكان فى حلقه تنكدنا بس كل ليله فى شى بنحب نحضر افلام زمان مسلسلات سوريه جربو اصلا للرجال بحبو هيك شى,2
10529,من وين بحماه,0
10530,تاني نهار حكيت مع ام سلطان وحكتلي انها اخدت المصاري لورديه وحاسبتها وانو رح تأمنلي الدوا باقرب وقت,0
10531,يسعدك ماحسن سوالفك والله دخلتي الضحكه ع قلبي اول قصه قرائتها ئلك لما كنتي تزبطي سلف اختك هه حشت ضحك,3
10532,اه حبيبي اه انا وصلت من شوي دخلت,3
10533,المشكله ما عرفنا كيف نقوم كنا منحرجين و فوق هيك لسا بنضحك,3
10534,شي مره وما تقاطعني,1
10535,بين المشافي و الأدويه والإبر,0
10536,بوزعهم على موظفي السلطه,2
10537,انو منتخب تأهل على كأس العالم,1
10538,وفي اللي بزعل منك و بيروح يكتب بوستات صاحبت الكلاب من غدر الاصحاب وبكتب تحتها مقصوده يا زلمه شو جو الحيوانات الاليفه هاي ولك لو فقعتني بلوك احسن,3
10539,تضحكش بوجه حبيبتك و بوجه امك تنكد,3
10540,نصيحه ما تروحي عند حدا تاني اسألي مجرب,2
10541,حسيت قديش انا مدايق امي ع حالي و متعبها معي و قررت من هديك اللحظه انهي هالمعاناه و اريح امي,3
10542,هو مافيش غير قطر ومنحتها لتشغل المحطه,2
10543,بس اجى هالكابوس بطلنا نحلم عفريت العلبه ختيار النحس,1
10544,مها اه انتي كيف يعني ما بتعرفي,0
10545,اهلين عم تسالي عن شي,0
10546,ام ليش صارت سبعه,0
10547,بس ليك العالم عم تركض وتهرب,0
10548,قنديل قنديل ماما يالا فيقي,0
10549,راحت اختنا جهزت وضعيه البنت المستحيه و ذات العيون الذابله,3
10550,متل ما بدك دكتور,0
10551,وفش مطبات وفش سرفيسات وفش شعشبونات وفش شسمو ئي,3
10552,اكتر شي بيستفزني تكون وحده منزله مشكلتها كان تيجي وحده تعمل تاج لاختها او رفيقتها وتقلها تعالي اضحكي,2
10553,تعبير رائع والمواصلات مجانا,2
10554,وقعت ال عالأرض خف عقلي كيف دطولها جايه تحت رجلين الشب لا و دعس عليها كمان,3
10555,اتركي المركز وبلا كلام فاضي اصلا المراكز اغلبها اساس البلا من كثر الاختلاط بين الزملاء وبحكم شو زميلي ضحك ومسخره وقلبه ما رق لالك من الطريق فحرام عليكي تخربي بيت ع اساس سعادتك وانا متأكده فتره بحياته وحيرجع لام ولاده يكفي مسخره قال حبني,2
10556,امسحي بعد ما تغسلي وتنشفي المنطقه بديتولاو سبيرتو لأن المنطقه بتكون ملوثه مع الحلاوه مشان هيك بطلع الحب ومؤلم كمان بس انتي جربي وشوفي بعد الحلاوه مباشره,2
10557,رح عيد الحلقه اونلاين من هلق,1
10558,قد تكون يوما حب عمري قبل ان تهوى سوايا,1
10559,تفج ير عده عب وات ناس فه في انبوب لنقل النفط من ديالى الى امس,1
10560,ما بدي ما بدي انا ما فيني ما فيني,0
10561,قال حقا حقال اليوم مفظع,1
10562,صرنا نقدر نمشي باليل بامان وبدون خوف,1
10563,هسا اجا دور بوستات الدرامى الاقوى مشان نهايه السنه,3
10564,الانفجار والسفر وموت اختي لوقت حاله امي الصحيه,0
10565,خفت منو ورجعت خطوه لورا وسكتت,0
10566,مرحبا انا سألت عن اسمك قالولي طبعا بديش اعلق ع اسم العيله هلأ,3
10567,رحت خليت اختي ترن عليه مشان تحكيلو اني بالمستشفى,3
10568,يرحم جدك لما كان يتروق مرقه الكوسا مع العصاعيص,1
10569,وبس روحت عالبيت ما لقيت حد بالبيت رنيت ع امي يما شفتي المقابله سكرت الخط بوجهي شكلو فش بطاريه,3
10570,صعب الدنيا تقلب عليك بلحظه,0
10571,لقت سنانها القدمانيات واقعات فيها,3
10572,شفتي بالله لمستني وكلهم نايمين والكهرب قاطعه ومش ملاحقه ع اي صوت في الدار,2
10573,البنت خلص تأكدت انها وقعتو بدباديبها و خلص تمت العمليه بنجاح,3
10574,حدا غيري ناطر تا يشوف شو حا يقول عن حلقه التكريم المسخره عال,1
10575,يا قسمنبلاه بنتحر و ما بسأل بحدا لإنو ابوي ازا عرف اني مسقطه الفصل هو رح ينحرني,3
10576,معليش يا جماعه شبكن خلص جيبو امها يمكن بدها تسألها شي خاص,0
10577,وفي تنين بصيرو يتباطحو بالحاره قدام بنت الجيران او يلعبو كراتيه لإظهار القوه وفي واحد كان يروح يشتري حبه بوظه ويقعد يوكل فيها قدامها وفي واحد يصير يغني ابصر ليش واللي بصير يمشي ع طرف الرصيف وهو مادد ايديه قال يعني حركه توازن,3
10578,لو كل مواطن بيرفع دعوى على نقابه مالكي الشاحنات والنقيب والسائقين بيروحو فيها مؤبد,1
10579,امي اجت عالغرفه و فتحت الباب و جحرتنا من حواجبها و رجعت تضحك مع مرت عمي و تحكيلها هيهم جايات بصوت عالي عشان تحرجنا و نطلع من الخم قعدو خواتي يلبسو عالسريع مشان يطلعو يسلمو انا لا كنت طايقه كريم يلمس وجهي ولا شال احطو ع شعري لإنو راح يدبق و يلزق و يسيح,3
10580,ولا من كتر كياس الزباله الي كبيتها,3
10581,والله حبيبتي اللي ما بعملي خاطر ما بشيله من ارضه و وكيف لما تكون الام بعد الام خلاص والله حتي باب بيتي ما بفتحه وشو مايصير يصير اذا هي مو عملالها خاطر بموت,2
10582,يا الله يا امي ضلك دافعي عنها عم تندهلي نشافه بدل شو هاد ياه,0
10583,امي امي الحمد لله على السلامه,0
10584,للعلم هاي احصائيه يلي بتعالجوا في المصحه,2
10585,و شيلي شواربك و زبطي حواجبك,3
10586,طيب لما تقطشي ما بتحسي انو في شي بحياتك ناقص الفتره الي ما بتعودي تصلي فيها,0
10587,نطت وحده شكلها خاطبه جديد كتبت انا ربحت خطيبي وما بدي من هالدنيا غيرو,3
10588,ابو قلتلك قومي من وشي,0
10589,و ما خفي اعظم حيث ان ال لا يصنف ضمن المخدرات عالميا,2
10590,بتزيح حالها هالعروس عجهه العريس مع طعجه بالقعده بدها تحكي معو يا عمي اتركوها,3
10591,اي شو احكيلكو ما ضل زلمه بالمنطقه الا و دبك ع وجه زوجي,3
10592,اعمليالي بيرضي ربك بعدهاحبت ماحبت حره,2
10593,كل الأدوات و الموسيقي المستخدمه عادي من متي انا بعرف بس الدف الحلال,2
10594,لك حاج وجعتني لاتكمشني هيك,0
10595,عبده الحلو مشغلك انت,1
10596,بس انا اخدت قراري وهلأ صحلي شغل تاني مأمنه حالي فيه وقت اتروك,0
10597,فتحت عيوني شوي شوي اتطلعت بالصحن,0
10598,التيار الوطني الحر حامي الجمهوريه ويرفض التمديد بغير هيك,1
10599,انا موقف الساعه على مين,1
10600,حبات وحجات قلتيلي ارميهم بوجههو وين الحب ازا هيك بعمل فيكي ماتنزلي واحكيله لما تصلح من حالك الحب احترام ي بنت الحلال بينك وبينه وحتى عند اهله لازم يحترمك,2
10601,معقول ما بكيت ولا دمعه على فراقي معقول ما كانت حاسه بشي وهي معي كيف هيك كييف هييك ما عم افهم,0
10602,انشالله يكون كل حلقه هيك وما يخلط توج هاته السياسيه مع برنامجه,1
10603,ل لصبر العاشقين حدود,1
10604,فتحتا وفعلا كان صوت رجال وعم يحكي بالحرف متل ما قالتلي هي,0
10605,اكيد ميه بالمئه الي بزيد بكون باكل كتير اما حلويات او نشويات لكن لو نظمتي اكلك وحسبتي السعرات هتخسي انا هيك عملت وكنت اكل كل شي واخس,2
10606,صح كلامك لكن لو اجو ضيوف ع حماتك مثلا وشافو شي مو نضيف بلومو الكنه مش بنتها,2
10607,رمالي الموبايل وضرب بكتفي و وقع قدامي,0
10608,يدعو عليكى علشان اطلقتى و اش يعنى اطلقى هى الطلاق معاره صار وحده مش قادره اتعيش مع جوزها اش تعمل اتموت عنده فى اهل ما بتقبلوا فكره الطلاق الله يهدى جوزك و يرجعلك,2
10609,يصير اشي موزمبيق افتح تلفزيون موزمبيق بتفهم الطابق,3
10610,لو لمره بشي مشروع يستفيد منو الناس العاطلي عن العمل,1
10611,اينا ليس له ماضي,0
10612,بدي تطلعو متل خالكن,0
10613,انا كنت اعاني كتير منها حتى يصيروا زي المحروقين اصابعي بس تعالجت اعطاني الدكتور حبوب حساسيه وبرهم وقلي دفيهم كويس والاصل انه بيصير فيهم هيك لانه ببردوا كتير وبعدها لما يدفو بيصيروا ياكلوكي فانتي من الاصل خليهم دافيين دايما وما يبردوا وانا الحمد لله اتبعت تعليمات الدكتور والشتاء هادا ما صار فيهم شي الحمد لله,2
10614,هدول استنينا لنخلص امتحانات توجيهي امانه,2
10615,هودول الحركات مش مع كيم شايف على طرزك وعلى طرز قنابلك كتير,1
10616,وحسيتها خافت منو وفهمت علي,0
10617,عادي طنشيه لصغار شهر عن شهر بيتغيرو,2
10618,والله مابعرف اختي ماما واختي مش انا,2
10619,ما اعطو فرحتهن لحدا كانت اجمل ايام حياتهن,0
10620,الكل صار ينم ع رنده و بعد عنها انا قلبي ما تحمل,3
10621,بالرياضه كلو بروح اعملى تمارين البطن او التزمى بنادى شهر وان شاء الله بتستفيدى,2
